"","X.1","X","PLT_CN","INVYR.x","FLDTYPCD","ECO_ID","COUNTYCD.x","LON","LAT","STDAGE","AgeGroup","Carbon_Mg_ha","cv_dbh","VPD","Elevation","MAT","MAP","pH_mean","bdod_mean","clay_mean","nitrogen_mean","FDis","PC1.CWM","PC2.CWM","Shade.tolerance.FDis","Drought.tolerance.FDis","WD_mean_add.FDis","LMA.FDis","Nmass.FDis","Pmass.FDis","Leaf.longevity.FDis","Max.height.FDis","Leaf.FDis","Shade.tolerance.CWM","Drought.tolerance.CWM","WD_mean_add.CWM","LMA.CWM","Nmass.CWM","Pmass.CWM","Leaf.longevity.CWM","Max.height.CWM","Leaf.CWM"
"152",154,154,450348,2018,"Broadleaf Forest",80440,"宮崎県",131.42,31.99,68,4,92.7339607126288,0.253101158890784,0.62260752688172,89,17,2622,52,117.666666666667,330.333333333333,225.333333333333,1.44644819600878,0.0120336093274879,-0.666192783528481,0.806672367366921,0.398879439718855,0.0319160418765153,0.25360010004436,0.39094747912706,0.398420657672239,0.507305950440854,0.477325299517484,3.98374144130203e-16,3.44539215686275,2.79228758169935,0.499816727822962,0.0711675422865843,19.3933194113202,2.02981877290575,17.183412643231,26.8235294117647,0
"153",155,155,450356,2018,"Broadleaf Forest",80440,"宮崎県",131.42,32.28,78,5,118.542549228053,0.342700402407651,0.333064516129032,862,11.2,3280,48,91.6666666666667,341.666666666667,359,2.64909365732414,-0.163735758927302,0.00768968980426062,0.808724554766928,0.790457035410133,0.599153722379647,0.865454206422256,0.393170013628472,1.35829356621005,0.396821071988054,0.706522260267805,6.88338275267597e-16,3.11089013900574,2.41778810360061,0.544279898392283,0.0981120303048383,15.0368731251488,1.76739494552889,13.2872278559964,18.32,0
"154",156,156,450365,2018,"Broadleaf Forest",80441,"宮崎県",131.42,32.61,40,3,15.6110242875412,0.322674221280701,0.50260752688172,285,14.6,2568,51.3333333333333,103.666666666667,363.666666666667,273.333333333333,0,0.213312980773584,-0.354569809336532,0,0,0,0,0,0,0,0,0,3,2.5,0.498555273311897,0.0759374979839664,19.3901334643567,1.71943475080779,18.0196073617377,15,0
"155",157,157,450366,2018,"Broadleaf Forest",80441,"宮崎県",131.42,32.64,60,4,27.2744869053885,0.137639479836194,0.484516129032258,331,14.9,2475,53,100.333333333333,292,313,0.965421077354497,0.301345012315951,-0.504564776534924,0.604896228539084,0.232122258797375,1.15648231731787e-17,0.230515518556875,0.237944953938866,0.133484317355045,0.347104344631416,0.380144983356903,2.96059473233375e-16,3.23623456790123,2.80450617283951,0.498555273311897,0.0648077644540695,20.3485399352227,1.93740992681699,13.4337423222912,24.5,0
"156",158,158,450367,2018,"Broadleaf Forest",80441,"宮崎県",131.42,32.68,55,4,42.8035761114036,0.200718960066673,0.373548387096774,529,13.6,2611,51,101,314.666666666667,278.333333333333,1.40931453094056,0.385106290074715,0.47319185470153,0.266049007621274,0.369366428388605,0.576151002745283,0.413796877472073,0.194181953670839,0.975347997408594,0.185800245684387,0.104539870423148,2.42861286636753e-16,2.56149860019964,3.66593941705103,0.532847045819936,0.06082860164634,15.9845268685195,2.62251708460603,7.99083966409234,29.375,0
"157",159,159,450370,2018,"Broadleaf Forest",80441,"宮崎県",131.42,32.79,80,5,16.9879784528502,0.234674837284326,0.319086021505376,914,11.6,2836,50.3333333333333,96.3333333333333,304.333333333333,519.333333333333,2.39126846450774,-0.385343125035219,-0.60819673156199,0.913382706236086,0.819572421560946,0.124271636330483,0.635508903444306,0.31832093079449,0.362951774998457,1.13026407228413,0.923611515118993,0.609833576936062,3.46327160493827,2.75308641975309,0.499197374062165,0.0760017914475101,16.5853541571763,2.07041684502285,19.4159215230932,23.8888888888889,0.111111111111111
"158",160,160,440191,2018,"Broadleaf Forest",80440,"大分県",131.43,33.36,63,4,27.2094877710269,0.099479495973326,0.486774193548387,479,13.3,2044,50.3333333333333,104,315.333333333333,286,1.5608127994505,0.874601583562672,0.336009036768051,0.768796230531135,0.690098169628661,0.108090657448979,0.149597797485178,0.72429124511938,0.465727095283598,0.16116973871419,0.536004426533233,5.41233724504764e-16,2.43483796296296,3.26293981481481,0.503916454983923,0.0565464335600746,23.2471918239077,1.747669386809,9.77815007080132,19.125,0
"159",161,161,440192,2018,"Broadleaf Forest",80440,"大分県",131.43,33.4,15,2,11.8848159227622,0.456392794197492,0.527795698924731,283,14.4,1877,53,113,324.333333333333,260,2.29466126073215,0.699404929251442,0.05173968241081,1.00602568134315,0.810569233740842,0.128107445865457,0.219900230201815,0.666391364364947,1.31806672879934,0.83630515020449,0.466311179584467,5.73615229389664e-16,2.55666666666667,3.40666666666667,0.512851757770632,0.0587658513247336,24.3968508159335,2.21491289418157,18.9336202488048,23.6666666666667,0
"160",162,162,450377,2018,"Broadleaf Forest",80440,"宮崎県",131.46,31.96,55,4,84.4722800496689,0.407454137569843,0.647715053763441,6,17.5,2567,56,123,325.666666666667,209,2.00019912134216,0.0102619511546522,-0.444607003231895,0.477976760999135,0.719737517992226,0.0996391245620221,0.420825057936739,1.32740751408705,0.737976365051549,0.277502853754676,0.204996702136167,1.17190208154878e-16,3.1632368624535,3.0587343765201,0.503320768131475,0.0861114530891678,13.8117158916007,3.10120219375808,17.5378851292843,18.5555555555556,0
"161",163,163,450387,2018,"Broadleaf Forest",80440,"宮崎県",131.46,32.32,75,5,74.5306938266051,0.260311135715415,0.380564516129032,540,14,2993,50,93.3333333333333,325.666666666667,345.333333333333,2.62799699844398,-0.0788705816710616,-0.461334529369577,1.2705784346593,0.458279894094153,0.32281029300237,0.437189074057116,0.740024129602448,0.726080072813579,0.969609028739149,0.588879137854693,0.727169841093435,3.09774594769254,2.7203430004193,0.501939239988307,0.0736710944540283,18.8941669803076,2.08800638594438,15.4953269238918,24.2727272727273,0.136363636363636
"162",164,164,450388,2018,"Broadleaf Forest",80440,"宮崎県",131.47,32.35,65,4,90.3692711676207,0.172934841959594,0.501344086021505,266,14.4,2948,53.6666666666667,111,329.333333333333,227.666666666667,0.772894877722421,-0.501589012898728,-1.08254340675697,0.198667975992084,0.0309260779259419,0,0.0929954553006164,0.419084583728238,0.540398916704721,0.0231711171238564,0.247808409250312,4.41727033201924e-16,3.96274748429961,2.51550232741874,0.498555273311897,0.0837474843447135,17.2199988275376,2.00845912290957,21.8682155440801,28.4042553191489,0
"163",165,165,440218,2018,"Broadleaf Forest",80440,"大分県",131.47,33.58,55,4,42.9161307090796,0.336257622805125,0.576720430107527,26,15.5,1709,54.3333333333333,119.333333333333,292,252,2.00473596282631,0.3800802861711,0.0851557890799886,0.602099921401305,0.52854045402709,1.01583661190087,0.78281251486248,1.02191538843856,0.391809690885062,0.131752279198671,0.350341616661722,6.99440505513849e-16,2.75449382716049,2.56802469135802,0.553983830653805,0.0798038452506191,17.2080674596916,2.10294663653577,8.05058754622573,21.8,0
"164",166,166,450417,2018,"Broadleaf Forest",80440,"宮崎県",131.51,32.61,55,4,35.9124902086506,0.149382430635733,0.531505376344086,437,14.7,2558,54.3333333333333,103.666666666667,341.666666666667,279,1.67429878664043,-0.103922782513212,-0.663314669133093,0.643022383293895,0.264768654239893,1.5419764230905e-17,0.19939332313863,0.71551028109509,0.654196549094327,0.353395432854177,0.679192370264333,6.69217767621275e-16,3.47912197281502,2.70402515791603,0.498555273311897,0.0790572398253243,17.55200821377,2.11124273404758,18.4436240789143,22.5555555555556,0
"165",167,167,440231,2018,"Broadleaf Forest",80440,"大分県",131.51,33.18,63,4,18.629152578468,0.196542377745869,0.573440860215054,115,15.4,1826,53.6666666666667,118,290.666666666667,207.666666666667,0,-0.317700050835504,0.258466292715986,0,0,0,0,0,0,0,0,0,3.33,3.5,0.498555273311897,0.0625796484425221,14.0516750182626,1.53850013106823,24.6330712052653,14,0
"166",168,168,440238,2018,"Broadleaf Forest",80440,"大分県",131.51,33.54,35,3,49.6228002036317,0.222254527729832,0.558172043010753,160,15,1782,55.3333333333333,116.333333333333,299.333333333333,242.333333333333,2.09163833328009,0.175563878681617,-0.70540937948026,0.917856532160754,0.448076851282075,1.05180518186955,0.102286000426508,0.399761649490908,0.469203944481237,0.475755447779019,0.930444117941986,5.87913556221958e-16,3.74873737373737,2.39186868686869,0.541747372113417,0.0649475652184532,19.4888421034983,1.66626104407882,11.2177649060683,27.7727272727273,0
"167",169,169,450428,2018,"Broadleaf Forest",80440,"宮崎県",131.55,32.39,60,4,95.2739884959248,0.174539561931361,0.564811827956989,52,16.8,2533,53,118,312,215.666666666667,0.359861454452474,-0.511791603494858,-1.06127025245661,0.143468557708615,0.151826679570311,0.131441966573142,0.0036961270066732,0.112174379251504,0.18058047180782,0.0520556860726726,0.0337406789961748,4.91060183968819e-17,4.01384615384615,2.57192307692308,0.497127944595597,0.0813833124075335,18.1443951914144,1.83478355464994,21.6558242367276,30.1923076923077,0
"168",170,170,450430,2018,"Broadleaf Forest",80440,"宮崎県",131.55,32.46,45,3,53.5364838078142,0.179107628932182,0.550645161290323,178,16.1,2576,50.6666666666667,103.333333333333,336.666666666667,244,0,-0.506414643287055,-1.13321413213159,0,0,0,0,0,0,0,0,0,4.07,2.5,0.498555273311897,0.0812859559702976,18.4650396365978,1.80374993364855,22.0946630802507,30,0
"169",171,171,450431,2018,"Broadleaf Forest",80440,"宮崎県",131.55,32.5,25,2,41.5710212926714,0.0970878123496305,0.550645161290323,438,15.3,2659,50.6666666666667,100.333333333333,312.666666666667,282.333333333333,0.617327198213262,-0.32140800626463,-1.09182736217852,0.19445588267401,0.0599016847869064,0.0382361509343328,0.116151273373605,0.381388236264323,0.24797081761591,0.114076473834385,0.267653100526799,3.86595517503403e-16,3.96993530810763,2.52933696064691,0.500087039503904,0.0790205197220871,19.167728155514,1.89644754252296,21.0319968691921,28.3571428571429,0
"170",172,172,450432,2018,"Broadleaf Forest",80440,"宮崎県",131.55,32.53,32,3,56.5643988812961,0.175508937244994,0.544784946236559,228,15.6,2580,53,105,335.333333333333,249.333333333333,0.852942333496702,-0.420419907322226,-0.822449485757258,0.544303264507753,0.280257309590055,7.70988211545248e-18,0.166104350082313,0.0985436141514665,0.176794864270386,0.272735703049641,0.385463884358605,2.89891567541013e-16,3.74846580824441,2.65756489925804,0.498555273311897,0.0808591916386266,18.6341828439416,1.76662393069624,19.1781144377698,31.4814814814815,0
"171",173,173,450434,2018,"Broadleaf Forest",80440,"宮崎県",131.55,32.61,70,4,43.6069737203507,0.203447579067798,0.537876344086022,110,16.1,2382,53.6666666666667,115.333333333333,312.333333333333,236.666666666667,1.28147169092498,-0.858064296629645,-1.0892390381919,0.36569698557839,0.161430961226012,0.445833135659377,0.193838915729046,0.382469273058142,0.586621089695804,0.0499311705928061,0.190072491678451,0.675343043208484,3.9075,2.58916666666667,0.477606258038585,0.0859412638296465,17.1902981194264,1.90512622507203,21.9431389901402,31.25,0.125
"172",174,174,440245,2018,"Broadleaf Forest",80440,"大分県",131.55,32.89,14,2,31.8961958878114,0.108448007646381,0.507177419354839,273,14,2220,53.3333333333333,111.666666666667,363.333333333333,230.333333333333,1.8077346983534,0.961062521547503,-0.0194504127790777,0.529551736308056,0.41856606042644,0.032083133553212,0.566031060722694,0.786758503593899,0.447333145861628,0.115224433371557,0.81594112346102,3.25136742925939e-16,2.55434594514904,2.84070798532865,0.498354268871536,0.0714884238492395,22.5362484222446,2.07983509223726,7.04453264371459,14.1904761904762,0
"173",175,175,440246,2018,"Broadleaf Forest",80440,"大分県",131.55,32.93,58,4,22.8926287927868,0.253921372348642,0.536290322580645,196,14.5,2081,51.6666666666667,109,331,232.666666666667,1.50447459612123,0.659416679428057,-0.00428932523252684,0.477036080867262,0.458590242849331,0.019007057511146,0.207077558448412,0.530202544533368,0.682920748468135,0.158768926806666,0.643921618089511,3.43159843975048e-16,2.79726467249123,3.11351034364908,0.497777521192634,0.0582521980778092,19.8316058248991,2.02833091309996,9.74468027614101,18.2727272727273,0
"174",176,176,350191,2018,"Broadleaf Forest",80440,"山口県",131.55,34.52,43,3,36.0009498184623,0.232903615383028,0.529596774193548,323,12.7,1920,50,99,320,452.333333333333,2.66469036646029,-0.745478771814085,0.140903264936035,1.06697861406876,0.473014050822664,0.499839732404211,1.1434310426292,0.69452998990758,0.815119208618451,0.516373658535179,0.226201973567744,1.22470710078894,2.865,3.07772727272727,0.498176677871967,0.0971148284949823,18.0046662943282,1.75115615881079,15.6370742366092,27.7272727272727,0.272727272727273
"175",177,177,450439,2018,"Broadleaf Forest",80440,"宮崎県",131.59,32.32,45,3,123.01309287697,0.357014578873075,0.59991935483871,40,16.8,2586,51,114.666666666667,325,206.333333333333,0.750012122590062,-0.365502659197271,-0.912108755091065,0.421036356335285,0.388197894170811,0.13074790909459,0.0716549566982545,0.054303888762184,0.411962769019676,0.131037700224446,0.0827526494382373,2.00897499694076e-16,3.85619047619048,2.68761904761905,0.503930961567907,0.0795495075199152,18.485606149898,1.95572543943599,20.8900579265862,29.5238095238095,0
"176",178,178,450440,2018,"Broadleaf Forest",80440,"宮崎県",131.59,32.35,50,3,7.26390345993662,0.044997665295766,0.601424731182796,76,16.9,2539,53.3333333333333,113.333333333333,340,227.333333333333,2.18004063177492,-0.485043213129558,-0.455612042611985,0.79553563000348,0.298927802606668,0.993643916458179,0.487129093895445,0.979727786769729,0.88991887609243,0.34570171207881,0.456173980028283,9.71445146547012e-16,3.3620471567534,2.3661920578617,0.547838954983923,0.103802465707391,13.2948870490489,2.39780998632428,17.8960321072766,25,0
"177",179,179,450444,2018,"Broadleaf Forest",80440,"宮崎県",131.59,32.5,68,4,34.7856584572518,0.224230407724256,0.58744623655914,118,16.1,2549,54,105.666666666667,329.333333333333,254.666666666667,1.10397222918981,0.345675055346309,-0.375308152060294,0.54057907445452,0.340584007536062,0.0309574228536801,0.243675065623285,0.348496020689075,0.280340542604693,0.360909508216552,0.451105380250191,3.36150860233728e-16,3.18488683127572,2.93685185185185,0.49927135405502,0.0609969964445055,19.7064199978607,1.96350753534836,12.8331690161249,23.5,0
"178",180,180,450445,2018,"Broadleaf Forest",80440,"宮崎県",131.59,32.53,40,3,33.483424240053,0.247204107588954,0.570483870967742,314,14.8,2668,54,110.666666666667,354.333333333333,225.333333333333,0.887274129606001,-0.287838416155474,-0.843211040499309,0.476361440162743,0.262263593166068,1.15648231731787e-17,0.122668389679752,0.22758202768909,0.0995113593023524,0.204187436380132,0.536145220971513,3.57738530156995e-16,3.78860082304527,2.64744855967078,0.498555273311897,0.0774512434298251,18.5889204999095,1.80795957984209,20.5013881765487,26.2222222222222,0
"179",181,181,450449,2018,"Broadleaf Forest",80440,"宮崎県",131.59,32.68,81,5,50.664183030365,0.258199472289597,0.461801075268817,291,14.4,2482,50.6666666666667,100,316.333333333333,287,3.02508126372662,-0.97095211238297,0.804932060895635,0.592906737002533,0.597750640689487,0.933713655360758,0.962138115385092,0.436992435302937,1.50050957428964,0.660421909219587,0.513195727531819,1.32656669201666,2.31046296296296,3.41642939814815,0.533744443327974,0.114619332091616,14.8084177447961,2.29528130733094,19.1433303789278,26.25,0.3125
"180",182,182,450451,2018,"Broadleaf Forest",80440,"宮崎県",131.6,32.75,75,5,20.589229236463,0.215519286302538,0.451263440860215,502,14.4,2386,49,94.6666666666667,319,318.333333333333,1.86341538437048,-0.0853286420433024,0.421237132324884,0.659750916325552,0.543132205994059,0.50889776036734,0.262396661518924,0.288774125268135,0.864091579052179,0.808312041500286,0.367473483911672,0.471668157161485,2.70416666666667,3.67333333333333,0.564759212218649,0.0870261785631922,16.2949974543123,3.01732788389859,17.8724798993196,29.5833333333333,0.0833333333333333
"181",183,183,440270,2018,"Broadleaf Forest",80440,"大分県",131.6,32.97,31,3,42.3913814158129,0.339293600131801,0.56247311827957,148,15.3,1963,55.3333333333333,120,343.666666666667,201.666666666667,1.27815656717976,0.537713604198809,-0.284710648112143,0.31668273183088,0.254729725051919,1.64798730217797e-17,0.159188185704785,0.471085900072079,0.301771862353893,0.478850028473161,0.662877814728599,4.16333634234434e-16,2.86847475215131,2.87177949594691,0.498555273311897,0.0603293525615275,20.1974211907513,2.0880287650655,14.4774757487077,18.6875,0
"182",184,184,440273,2018,"Broadleaf Forest",80440,"大分県",131.6,33.07,48,3,59.5645299416581,0.240511422155792,0.573467741935484,81,15.4,1878,52.3333333333333,106,327,226.666666666667,1.39908388729825,0.13743275995146,-0.198971517987802,0.512571687325214,0.465899516720659,0.323370818074253,0.234569984876453,0.440527587594574,0.620428010509832,0.377073611417735,0.38599336771624,3.20256641718795e-16,3.22153846153846,3.12923076923077,0.513448489982686,0.0656728571254576,18.2165948445276,2.05584417157309,15.2096504360846,25,0
"183",185,185,440274,2018,"Broadleaf Forest",80440,"大分県",131.6,33.11,47,3,46.1367417707,0.25642103343181,0.559731182795699,284,15.3,1859,52.6666666666667,108.333333333333,313,263.333333333333,2.11571329489154,0.0484098459997144,-0.459518162676317,0.965267026325529,0.173893520203707,0.613466450592171,0.219628304792945,0.981999150162935,0.588544585112453,0.592481302027371,0.923144977335342,4.05658412843807e-16,3.19207977207977,2.80962962962963,0.468888671778382,0.0752038944991484,18.9438009199592,1.78242911829204,15.9576572982614,19.8461538461538,0
"184",186,186,440292,2018,"Broadleaf Forest",80440,"大分県",131.64,33,40,3,37.5157000322643,0.146374712414881,0.532715053763441,162,15.3,1951,57.6666666666667,119,320.666666666667,190,0.14336332669428,0.550634303300681,-0.26534192594967,0.0682379049293916,0.0171620432206713,0,0.0212027552515782,0.0592648943418318,0.0177912894020007,0.0270326552814574,0.102921897973323,8.07434927000114e-17,2.96715488215488,2.99213804713805,0.498555273311897,0.0541383463492648,20.5530968281159,1.97624538833679,10.1632367946006,24.4090909090909,0
"185",187,187,440305,2018,"Broadleaf Forest",80440,"大分県",131.64,33.61,61,4,120.740716794219,0.25246725180599,0.560403225806452,170,14.8,1797,52.6666666666667,109.333333333333,304,258.666666666667,1.68223548519574,-0.364415824802223,-0.702557709531507,0.375703615876625,0.15434972901775,0.277591043732846,0.326009528226236,0.856703025450673,1.02274609775076,0.296802764870154,0.297217059209786,4.85722573273506e-16,3.3138087129576,2.68403640228488,0.493913985351911,0.0923963499047448,11.6545845262143,2.92979356638595,17.974021648823,21.1944444444444,0
"186",188,188,450468,2018,"Broadleaf Forest",80440,"宮崎県",131.68,32.71,48,3,10.9733939233053,0.271766584161167,0.533440860215054,192,15.8,2277,52.3333333333333,107,339.333333333333,245,1.90306328450362,-0.123898739788843,0.00966646792059825,0.677132670134816,0.632701376807114,0.546276506306639,0.179458755051351,0.295236412712649,1.15231611574917,0.346401758524479,0.648780771595781,4.25585492772977e-16,3.23333333333333,3.33,0.529036848874598,0.0756697068838944,16.1280374757868,2.24804135935004,19.0421722008751,24.6666666666667,0
"187",189,189,450469,2018,"Broadleaf Forest",80440,"宮崎県",131.68,32.75,36,3,10.4906914936309,0.248477730444888,0.533440860215054,368,14,2447,52.3333333333333,99.3333333333333,326,307.666666666667,2.27327025551886,0.0167603389565135,0.0637693910253025,0.851317346428485,0.783278933071597,0.424890583046567,0.22434097434048,0.784533746383028,1.44695632899106,0.364769332570856,0.456173980028283,6.52256026967279e-16,2.95681250305214,3.245739418115,0.526777636655948,0.0813921925624316,16.3528056408205,2.445708805456,15.4795340930595,25,0
"188",190,190,440313,2018,"Broadleaf Forest",80440,"大分県",131.68,32.97,49,3,100.20949362239,0.290331277771578,0.53247311827957,270,14.5,2084,51,105,356,260.333333333333,1.73375200610303,-0.285741269384046,-0.535333293041016,0.893701988511845,0.306865673261404,0.102030350197576,0.434564398629232,0.547961990693196,0.539279033201347,0.402618645511571,0.312534422303114,0.34184442720983,3.19588711516064,2.63861107733797,0.494522610175903,0.0792375931115605,17.5372881037886,1.95635692521584,17.041718237235,26.9411764705882,0.0588235294117647
"189",191,191,440328,2018,"Broadleaf Forest",80440,"大分県",131.72,32.82,21,2,24.7739671333184,0.159516776231103,0.523225806451613,205,15,2215,51.3333333333333,101.666666666667,337.666666666667,248,0,-0.506414643287055,-1.13321413213159,0,0,0,0,0,0,0,0,0,4.07,2.5,0.498555273311897,0.0812859559702976,18.4650396365978,1.80374993364855,22.0946630802507,30,0
"190",192,192,440331,2018,"Broadleaf Forest",80440,"大分県",131.72,32.93,61,4,82.1517050371562,0.230178437514425,0.535806451612903,247,14.9,2092,55.3333333333333,115.666666666667,332.333333333333,257.666666666667,2.05389566490392,0.430279302686464,-0.185111891520735,0.553304136617496,0.541689732514978,0.439569454299361,0.159385609502187,0.725570815068852,0.796028871997346,0.695834931165096,0.687733574734682,3.70618568514574e-16,2.96631927334354,2.75906181072883,0.522006353319463,0.0662645506560637,19.0327657622635,2.01145049322175,15.0843932992841,17.4411764705882,0
"191",193,193,440336,2018,"Broadleaf Forest",80440,"大分県",131.73,33.11,75,5,47.2528644587985,0.263117642287345,0.564462365591398,51,15.9,1820,55,118,283.333333333333,218.333333333333,2.12535181635575,-0.370998118409678,-0.236941958500808,0.221774329352405,0.381450974678181,0.38002228231345,0.134640018994946,0.51588627291193,1.27515980958153,0.365115404840133,0.810475362047507,0.931690186985642,3.19805212620027,3.24914951989026,0.486337239490294,0.0640281806726031,15.3670820761123,2.19730425678589,19.1668724018099,21.3703703703704,0.185185185185185
"192",194,194,440348,2018,"Broadleaf Forest",80440,"大分県",131.77,33,57,4,79.7036387625795,0.322417404991756,0.527768817204301,270,14.5,2089,53.3333333333333,98.3333333333333,312.333333333333,270.333333333333,2.08823517342337,0.508922337500566,-0.210582220341768,0.648528086302327,0.613298055144878,0.25242978810719,0.343329066324442,0.629307912001285,0.726303628499015,0.303367358358499,0.856904546042723,0.693915729843473,2.16700250051298,2.49373804330832,0.487773947723265,0.06262763047725,20.3877779902095,2.16760978997969,8.62723594668842,21.8387096774194,0.129032258064516
"193",195,195,450484,2018,"Broadleaf Forest",80440,"宮崎県",131.81,32.71,55,4,16.3970236544743,0.210080220175357,0.55989247311828,68,16,2248,52.3333333333333,105.666666666667,342.666666666667,254,1.71219620792025,-0.129248970462149,-0.00672587143683726,0.186517905446623,0.831644763028335,0.561729414981155,0.181202689991754,0.261660075858054,0.878502052518674,0.467019246533963,0.165363067760252,3.60822483003176e-16,3.2085235783767,2.77267936226418,0.526416454983923,0.0662132996894012,14.0575992972447,1.64229579276859,21.0915805462674,13.75,0
"194",196,196,440363,2018,"Broadleaf Forest",80440,"大分県",131.81,33.14,48,3,79.6809406447744,0.197982061526914,0.580241935483871,18,16.2,1788,54,114,311,249,2.48884609138544,0.249920936036006,1.22950585464585,0.243490101026653,0.917384057878294,1.11359832620289,0.863627729707325,1.61208250631885,0.625136619270893,0.0203602938523012,0.243292789348418,8.32667268468867e-16,1.84123456790123,2.44506172839506,0.633552545551983,0.119681299161727,14.0718100676787,2.24940262399512,6.23283777649615,18,0
"195",197,197,320018,2018,"Broadleaf Forest",80440,"島根県",131.82,34.38,47,3,74.3345439497115,0.256405393411003,0.444301075268817,659,11.6,2019,49,95,311.666666666667,365.333333333333,2.30511592892841,-0.348311336141635,-0.291187558815573,0.924436829138545,0.59401135986982,0.247768172334706,0.612540923126119,0.505580560518771,0.491815937719759,0.871314497199913,0.579527148097155,1.03959512190694,3.20339947089947,3.040404856387,0.489785532843362,0.0747458190566413,18.5342089672472,1.92824922300214,16.547473354824,24.0714285714286,0.214285714285714
"196",198,198,440379,2018,"Broadleaf Forest",80440,"大分県",131.9,32.86,48,3,56.7466500933655,0.191478807498721,0.542822580645161,339,15.1,2170,53.6666666666667,108,345.666666666667,236,1.40685854887576,-0.0872456875231171,-0.110204925352869,0.510744123894672,0.579330797667462,1.57281595155231e-17,0.182688515875336,0.613010187998991,0.322059823478842,0.362456869413049,0.583902694436202,4.90348502542778e-16,3.1881865344807,3.05294906450502,0.498555273311897,0.0650765669755265,16.4422525363305,1.72322303476109,19.9911116610074,19,0
"197",199,199,440386,2018,"Broadleaf Forest",80440,"大分県",131.94,32.82,57,4,80.0110936843395,0.321571368019421,0.579435483870968,225,14.4,2302,51.3333333333333,108.666666666667,338.333333333333,239,2.32100692526934,-0.414228532161358,-0.300978544778006,0.507679590658344,0.508738335452639,0.254398476898524,0.52565460809726,0.843755393931387,1.34899665814218,0.398947014431296,0.492219485444507,0.256787200874303,3.15371778330907,2.84542663122788,0.506010443170698,0.0891038319859261,13.4705246487349,2.42243219480267,22.1520771981779,18.304347826087,0.0434782608695652
"198",200,200,440388,2018,"Broadleaf Forest",80440,"大分県",131.94,32.89,50,3,77.2375325301113,0.303739074129711,0.551209677419355,100,15,2150,52,107.333333333333,341.333333333333,246.333333333333,1.61838720746705,0.580325490440327,-0.0775680088295526,0.58033520609438,0.277973448260336,0.0569366426068698,0.171348946186395,0.942523419848931,0.637082256462972,0.560249010635421,0.380144983356903,2.59052039079203e-16,2.72961355114966,2.96867795164224,0.500938020721686,0.0675777933707063,19.6811929295648,2.18330187414191,13.7796552323469,15.5,0
"199",201,201,350305,2018,"Broadleaf Forest",80440,"山口県",131.99,33.95,51,4,14.7708619942328,0.26753154020256,0.60505376344086,163,14.8,1824,53.3333333333333,110,300,249,1.91033937014994,0.445104929689321,-0.0528420203524334,0.782991077565892,0.540718285078532,0.801790794866081,0.70910094702507,0.900401936739513,0.48077118096893,0.0863691997256052,0.182469592011313,7.21644966006352e-16,3.07062962962963,2.78185185185185,0.546560109324759,0.0649733561985705,18.1062342558375,1.98236219526063,6.80698633259936,25,0
"200",202,202,320076,2018,"Broadleaf Forest",80440,"島根県",131.99,34.81,59,4,62.0911377867207,0.240659198605681,0.598360215053763,81,14.4,1727,49.3333333333333,104,319,453,2.04256227173346,0.424450956438426,-0.223273195052459,0.514876090903544,0.519845675420099,0.149519454496048,0.351268980216094,1.02250585121295,0.974693407122355,0.607834581543663,0.431291762935832,4.46612443996938e-16,2.78289781706536,2.92011326647927,0.503817950891552,0.0701432927542805,17.3341119949402,2.54628086226995,15.3412112469358,16.3636363636364,0
"201",203,203,320080,2018,"Broadleaf Forest",80440,"島根県",132.03,34.6,71,5,58.9783904050228,0.254555547723429,0.452284946236559,430,11.8,1939,50.3333333333333,98,343.333333333333,526.333333333333,1.59162594737414,0.164077891913449,-0.00937743241029011,0.486672186504254,0.365471150858021,0.189273161230863,0.809380301584943,0.347973474568794,0.457711163471746,0.172610417872706,0.279336165548183,0.423495539538927,2.80348388326407,3.03767834484997,0.496020377515779,0.0787350279585706,19.7548562474964,1.97086269825328,10.2278255477468,24.2222222222222,0.0740740740740741
"202",204,204,320085,2018,"Broadleaf Forest",80440,"島根県",132.03,34.78,59,4,53.6669948640202,0.263126521056466,0.593360215053763,182,14.2,1741,49.3333333333333,106,293.333333333333,510.333333333333,1.6458485277177,-0.197174668357902,0.113532231092862,0.441062568714119,0.381098330015087,0.121373911224153,0.413036174127828,0.572428603855376,0.732352396738805,0.421859296267173,0.507721639771479,0.293291835907684,2.98431886270136,3.23064348981135,0.499699745980707,0.0710660896426975,15.5119053662346,1.90844011011443,18.4732493117883,20.15,0.05
"203",205,205,320087,2018,"Broadleaf Forest",80440,"島根県",132.03,34.85,49,3,84.7599542901875,0.251593805675269,0.596720430107527,27,14.4,1741,50,107.666666666667,283.666666666667,431.666666666667,2.1331833387778,0.113999802730633,-0.137734537039697,0.399920390080702,0.52413114828292,0.617052596218428,0.276284789221552,0.647543514596382,1.27683394637131,0.187164935144288,0.501603652113404,0.779231792751627,2.79159272006772,3.24798181378472,0.512530707395498,0.0688924965470057,17.3951441117733,2.78065504709882,11.9067405012297,27.1481481481481,0.148148148148148
