"X","PLT_CN","INVYR.x","FLDTYPCD","ECO_ID","COUNTYCD.x","LON","LAT","STDAGE","AgeGroup","Carbon_Mg_ha","cv_dbh","VPD","Elevation","MAT","MAP","pH_mean","bdod_mean","clay_mean","nitrogen_mean","FDis","PC1.CWM","PC2.CWM","Shade.tolerance.FDis","Drought.tolerance.FDis","WD_mean_add.FDis","LMA.FDis","Nmass.FDis","Pmass.FDis","Leaf.longevity.FDis","Max.height.FDis","Leaf.FDis","Shade.tolerance.CWM","Drought.tolerance.CWM","WD_mean_add.CWM","LMA.CWM","Nmass.CWM","Pmass.CWM","Leaf.longevity.CWM","Max.height.CWM","Leaf.CWM","SITECLCD","treatment_none","treatment_cutting","treatment_site_preparation","treatment_artificial_regeneration","treatment_natural_regeneration","treatment_other_silviculture","years_since_treatment","treatment_history"
693,"Plot_0693",1997,"Conifer Forest",50413,151,-83.977151,33.442037,10,1,22.4082259539405,0.356593344828607,0.808817204,202,16.6,1240,53,152.333333333333,238.666666666667,157.666666666667,0.29883675698395,-3.35940522678967,1.97036282645126,0.0522431438732468,0.0387520930898726,0.0847792102230931,0.0803357055753636,0.121229159471074,0.0296529985772463,0.0793942366671062,0.0319698789309078,0.216364921139379,2.01490909090909,4.492,0.473272727272727,0.131700235704421,10.6614766139439,0.993294300729018,27.4707560738087,34.8181818181818,0.963636363636364,4,1,0,0,0,0,0,0,0
694,"Plot_0694",1997,"Conifer Forest",50413,163,-82.502362,33.190137,7,1,4.81641018282318,0.160473632437783,0.838763441,129,17.1,1184,51,152.666666666667,141,149.666666666667,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,0,0,0,1,0,0,0,0
695,"Plot_0695",1997,"Conifer Forest",50529,185,-83.144536,30.670498,20,2,66.2279592279269,0.210150747951714,0.892177419,39,19.5,1309,51,144,96.3333333333333,1116.66666666667,0.243349965590902,-4.4277407048503,2.66490786756568,0.0167142020682839,0.0741959321858957,0.0771905949324593,0.213208017421271,0.0126742538992682,0.0213892362755379,0,0.0374248857084428,1.52259157662879e-16,1.81081395348837,3.74296677740864,0.537,0.254685613296799,9.54922496440436,0.819958791208791,28.1560210855065,30.2142857142857,1,5,1,0,0,0,0,0,0,0
696,"Plot_0696",1997,"Conifer Forest",50529,191,-81.485631,31.533559,2,1,14.7380644631551,0.349779526034418,0.772580645,10,19.2,1281,47.3333333333333,146.333333333333,203.666666666667,567.666666666667,0,0.0787748226555908,3.56888198876526,0,0,0,0,0,0,0,0,0,2.24,4.5,0.8,0.129048701043744,18.0660714285714,1.20857142857143,10.2302631578947,27,0,5,0,1,0,0,0,0,0,0
697,"Plot_0697",1997,"Conifer Forest",50413,193,-83.970217,32.335324,8,1,0.41527993968502,0.0296907847610082,0.890483871,123,18,1177,53,156.333333333333,163.666666666667,152.666666666667,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,0,0,0,1,0,0,0,0
698,"Plot_0698",1997,"Conifer Forest",50529,209,-82.559275,32.059293,12,2,33.5139468008953,0.148923125991642,0.900295699,55,18.6,1143,50.6666666666667,146.666666666667,271,169.333333333333,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,5,1,0,0,0,0,0,0,0
699,"Plot_0699",1997,"Conifer Forest",50413,233,-85.144689,33.913079,11,2,16.7105543251934,0.360705580627509,0.709704301,343,15.1,1415,53.3333333333333,140.333333333333,243.333333333333,184,0.321625963606271,-3.35724871874864,1.973618854254,0.0355647035081997,0.0635016200821222,0.107376066020828,0.0218754000077184,0.112003740952567,0.0538130718370431,0.0829909846025608,0.0993871398281627,0.224209906223109,2.00698113207547,4.47169811320755,0.474150943396226,0.133341982772849,10.6366535134457,1.00520412418431,27.4386904626424,34.4339622641509,0.962264150943396,5,1,0,0,0,0,0,0,0
700,"Plot_0700",1997,"Conifer Forest",50413,245,-82.026542,33.313551,8,1,20.3272907089708,0.186082644431042,0.86,86,17.2,1147,52,152.666666666667,200.333333333333,134,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,0,0,0,1,0,0,0,0
701,"Plot_0701",1997,"Conifer Forest",50529,267,-82.031356,31.858917,17,2,56.9778727809357,0.350918834597745,0.87733871,17,19,1210,47.3333333333333,148.333333333333,214.333333333333,386.333333333333,0.596886917345563,-3.23354677469977,1.86395946199061,0.0694329690328716,0.276050913961144,0.0119476874411767,0.205810844867942,0.143372476310951,0.0721576581741473,0.159783942211777,0.166520398042917,0.384195153469716,2.00444444444444,4.37066666666667,0.47,0.128365712922914,10.7348538713332,1.01234296986068,26.7321223117817,34.0222222222222,0.933333333333333,3,1,0,0,0,0,0,0,0
702,"Plot_0702",1997,"Conifer Forest",50529,271,-82.949521,32.009456,8,1,7.42134335793222,0.177592646656632,0.902768817,59,18.4,1158,50.3333333333333,146.666666666667,143.333333333333,97,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,5,0,1,0,0,0,0,0,0
703,"Plot_0703",1997,"Conifer Forest",50529,275,-83.885189,31.024069,10,1,7.3449839426021,0.346415269110046,0.89594086,86,19.3,1318,55,145.666666666667,129.333333333333,172.666666666667,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,5,1,0,0,0,0,0,0,0
704,"Plot_0704",1997,"Conifer Forest",50529,299,-82.416047,31.367309,10,1,16.5268798312074,0.207458395893362,0.891263441,46,19.1,1246,47.3333333333333,144.333333333333,140,341.333333333333,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,5,1,0,0,0,0,0,0,0
705,"Plot_0705",1997,"Conifer Forest",50529,305,-81.779222,31.422381,9,1,10.4432625279585,0.226387812580713,0.830645161,28,19.2,1292,48,147.666666666667,111,561.333333333333,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,5,1,0,0,0,0,0,0,0
706,"Plot_0706",1997,"Conifer Forest",50413,307,-84.594395,31.952091,22,2,13.0398743540735,0.427391545045588,0.871639785,143,18.2,1262,54.3333333333333,155.333333333333,173.666666666667,148,1.13683322676567,-2.92218419899357,2.01841092726862,0.161316900826235,0.166174122394831,0.195338488441383,0.322163272439312,0.382877509139497,0.0781734019514564,0.348278692590501,0.132590360977079,0.897341621425806,2.08,4.58823529411765,0.478823529411765,0.124215644957581,11.5562640218878,0.95485520361991,24.6385498722747,34.1176470588235,0.823529411764706,6,1,0,0,0,0,0,0,0
707,"Plot_0707",1997,"Conifer Forest",50413,307,-84.623154,32.180414,10,1,31.8254098292283,0.2793660088038,0.846908602,171,17.9,1236,52.3333333333333,154.666666666667,154.666666666667,116.333333333333,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,1,0,0,0,0,0,0,0
708,"Plot_0708",1997,"Conifer Forest",50529,309,-82.661806,32.212234,40,3,88.039787527183,0.814391934906188,0.913306452,59,18.4,1125,51.6666666666667,147.666666666667,186,135,1.30842041024748,-3.84480551716287,2.43544261711768,0.0838323489866522,0.199961302583622,0.171748006966914,0.931208402380292,0.352216049373742,0.23742222597582,0.282591226263785,0.139386493897531,0.675343043208483,1.82447889750215,3.60913975021533,0.536666666666667,0.234225817265519,10.5763945651242,0.903065597034381,25.4698517831515,29.1666666666667,0.875,4,0,1,0,0,0,0,0,0
709,"Plot_0709",2014,"Conifer Forest",50413,223,-84.766384,33.792468,35,3,80.4427973996818,0.523853823595041,0.753629032,305,15.5,1354,53.6666666666667,151.333333333333,266,151,1.56935863827671,-2.73259399596266,1.57018402379196,0.27693864312011,0.738169190838184,0.0439511598993106,0.532217578924901,0.377102953663375,0.158462498754422,0.40344375708261,0.38356497282655,1.00950932410403,2.07794117647059,4.09352941176471,0.467941176470588,0.117432010159579,11.5825116740967,1.0531411235823,23.9304937736326,32.3529411764706,0.794117647058823,4,1,0,0,0,0,0,0,0
710,"Plot_0710",2014,"Conifer Forest",50529,201,-84.699359,31.174806,8,1,16.9340143419667,0.193369939485394,0.924408602,53,19.3,1346,53.3333333333333,145.333333333333,121.666666666667,167,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,3,1,0,0,0,0,0,0,0
711,"Plot_0711",2014,"Conifer Forest",50413,289,-83.479632,32.490359,28,2,38.7611881710303,0.625821284072216,0.879032258,82,18.2,1143,53,145.666666666667,246.333333333333,156.666666666667,1.31316804635609,-2.8811679908883,1.68700862010052,0.122028980482153,0.585693443188916,0.0973736526455898,0.421854946759105,0.392188971006098,0.134271351056527,0.355580701598324,0.270460484158991,0.857578467566329,2.02266666666667,4.19266666666667,0.470666666666667,0.121418866741116,11.5713146008855,1.04031768660562,24.6070522209733,33.8666666666667,0.833333333333333,5,1,0,0,0,0,0,0,0
712,"Plot_0712",2014,"Conifer Forest",50413,303,-82.789901,33.037285,35,3,76.9141808705386,0.586674898203505,0.850322581,135,17.1,1184,50,152,128.333333333333,119,1.23231711789355,-2.90313633255748,1.71718718958046,0.143789141396339,0.520978129170618,0.0740313250139315,0.386895121021122,0.361459564305268,0.18215423413365,0.330465060604413,0.269427756954205,0.814029561010226,2.0353125,4.23,0.471875,0.122578243118504,11.4598873192071,1.05798760779176,24.8984453304436,33.25,0.84375,5,1,0,0,0,0,0,0,0
713,"Plot_0713",2014,"Conifer Forest",50529,101,-82.695117,30.704449,10,1,19.3292971184717,0.114041879639149,0.879489247,38,19.4,1333,48.6666666666667,145.333333333333,81.6666666666667,608,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,4,1,0,0,0,0,0,0,0
714,"Plot_0714",2014,"Conifer Forest",50413,189,-82.51304,33.410179,33,3,79.9907805792235,0.639626422073971,0.820322581,131,16.8,1195,51.6666666666667,150.333333333333,232.333333333333,113.666666666667,1.8993783458489,-2.46109708903064,1.54428040075956,0.430425125307237,0.624602036893169,0.38269936335019,0.613682792599069,0.578188118036669,0.46636996923411,0.496492957950105,0.444769630527576,1.15773093121454,2.21875,4.13583333333333,0.487083333333333,0.113832479049881,12.3636514583621,1.19408679426298,22.6500415824176,31.75,0.75,4,0,1,0,0,0,0,2,1
715,"Plot_0715",2014,"Conifer Forest",50529,175,-82.831609,32.645476,32,3,17.4853115694976,0.748717563417654,0.901908602,88,17.8,1159,50.3333333333333,148.333333333333,180.666666666667,126.666666666667,2.56456864215789,-1.66467295793945,1.21277838726176,0.677772228737069,0.805130299272621,0.528759225185958,0.806120914189037,0.789672976544894,0.49968052745844,0.619040524394812,0.58209307864766,1.53088387598617,2.31818181818182,3.85454545454545,0.491818181818182,0.0977939068190201,14.1494758424475,1.29230066196794,18.7166453029452,29.2727272727273,0.545454545454545,4,1,0,0,0,0,0,0,0
716,"Plot_0716",2014,"Conifer Forest",50529,267,-82.177408,32.288998,34,3,40.6127369770423,0.59180488757014,0.901532258,66,18.7,1186,50.3333333333333,153,117.333333333333,155,1.25476115641397,-2.87446380950272,1.76522725065428,0.0977408764926742,0.474314285156606,0.238953748823533,0.331113141430572,0.444469644064543,0.190782963017067,0.344663007929772,0.177400992233221,0.857578467566329,2.04388888888889,4.25111111111111,0.48,0.124066417783106,11.7368497999941,1.06043759457773,24.7160192001374,33.8333333333333,0.833333333333333,4,0,1,0,0,0,0,2,1
717,"Plot_0717",2014,"Conifer Forest",50529,39,-81.876991,30.952132,25,2,99.5759071051068,0.541010378562602,0.82938172,22,19.6,1313,47,148.333333333333,129,696.333333333333,1.46190411578266,-3.93888736389083,2.36909681718889,0.14440536158105,0.325105710759811,0.366038652730673,1.18774883235968,0.182097694610827,0.162085437904581,0.168740166560042,0.168750890290963,0.404206792092362,1.87683262364887,3.77903701277432,0.521408450704225,0.220670887031094,10.1703212915828,0.886366741072291,26.6462342045245,30.3098591549296,0.929577464788732,4,1,0,0,0,0,0,0,0
718,"Plot_0718",2014,"Conifer Forest",50413,245,-82.199694,33.41339,40,3,94.5294979733012,0.525055110250001,0.836290323,130,16.8,1185,51.6666666666667,152,180,125,1.53250099779396,-3.71407542586151,2.5182058728201,0.194979032476835,0.225386096517349,0.223931632045686,1.0350614971803,0.348797757005918,0.17247823153088,0.318199728730368,0.237887602866312,0.814029561010226,1.91745801033592,3.76923853359173,0.5446875,0.227888613805851,10.6654311104574,0.886187563259109,25.0193514488321,28.90625,0.84375,4,1,0,0,0,0,0,0,0
719,"Plot_0719",2014,"Conifer Forest",50413,33,-81.98906,33.186008,31,3,63.4055382997439,0.361967553645537,0.857956989,90,17.2,1157,50,150.666666666667,196,127.666666666667,1.93756010971333,-2.3696786891767,1.56716972067989,0.243176613679368,0.68901051317326,0.342205368685554,0.553767119180777,0.625664951462843,0.370471130947811,0.517017025771048,0.370946413389254,1.28742644019834,2.09555555555556,4.07185185185185,0.484074074074074,0.114593785613115,12.6754912489944,1.15076271255439,22.0452253217313,32.1111111111111,0.703703703703704,3,1,0,0,0,0,0,0,0
720,"Plot_0720",2014,"Conifer Forest",50517,31,-81.494,32.227037,25,2,48.9797221340463,0.503216524822023,0.848064516,20,18.9,1223,46.6666666666667,148,214,403,1.04394031241441,-2.98253495580482,1.79388158986428,0.0792915612579081,0.399643453309129,0.0234975330528862,0.358668917579661,0.293816168714409,0.199826157227146,0.289536813498696,0.287090554756614,0.693915729843473,1.96645161290323,4.29935483870968,0.469032258064516,0.123714612209913,11.2196405393171,1.06311578829139,25.391088920106,33.1935483870968,0.870967741935484,4,1,0,0,0,0,0,0,0
721,"Plot_0721",2014,"Conifer Forest",50529,287,-83.528664,31.655979,14,2,16.1292728955089,0.199576272034529,0.887768817,103,18.5,1189,56.3333333333333,149,88.6666666666667,130.333333333333,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,3,1,0,0,0,0,0,0,0
722,"Plot_0722",2014,"Conifer Forest",50517,29,-81.686904,32.173135,29,2,25.5255470745626,0.195613378371203,0.853037634,51,18.9,1217,48,149.333333333333,191.666666666667,375,0.345869816279809,-3.3439698822433,1.94650384123914,0.0217271922615803,0.136974130897625,0.0966082539188893,0.0950060540192778,0.105238975654639,0.00658472551735194,0.0937980492982519,0.0364305609050367,0.24655380942532,2.00041666666667,4.4375,0.47375,0.13131681647535,10.6192878945182,0.98883181511471,27.34195441747,34.7916666666667,0.958333333333333,4,1,0,0,0,0,0,0,0
723,"Plot_0723",2014,"Conifer Forest",50529,19,-83.354017,31.340524,31,3,33.2630119387787,0.188738180062554,0.885134409,85,18.9,1210,51,148,116,225.333333333333,2.08720953118341,-3.3086151064151,2.26832704365472,0.189119005635522,0.326046897502814,0.200424224235123,1.45166285818671,0.579043278901852,0.254445571934203,0.439368888877945,3.33066907387547e-16,1.09607662126821,1.86347048300537,3.6178175313059,0.536923076923077,0.209119024390075,11.7211712454212,0.935172064777328,22.8774921640717,30,0.769230769230769,4,0,1,0,0,0,0,2,1
724,"Plot_0724",2014,"Conifer Forest",50413,243,-84.830575,31.637356,17,2,12.7657478350764,0.135927887395417,0.885510753,110,18.7,1322,53.6666666666667,152,170.666666666667,96,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,0,1,0,0,0,0,4,1
725,"Plot_0725",2014,"Conifer Forest",50523,59,-92.919672,34.187717,40,3,33.4093894069555,0.81506286361938,0.80733871,85,16.4,1362,51.6666666666667,150.333333333333,251,138,2.2518327976989,-2.1253027114921,1.40810101018791,0.489262330723149,0.788498499663233,0.528759225185958,0.646772109969387,0.767700326097793,0.299653996890117,0.53153040807625,0.369463223493982,1.42882495092043,2.24909090909091,3.95818181818182,0.491818181818182,0.109015581077736,13.5126643998546,1.14370665273564,21.2088895664583,31.8181818181818,0.636363636363636,4,1,0,0,0,0,0,0,0
726,"Plot_0726",2014,"Conifer Forest",50412,127,-94.098599,34.857145,37,3,43.4189746049127,0.620990742888106,0.80233871,317,15.5,1130,57,146.333333333333,218,165.333333333333,2.49242404430256,-1.27090246393123,1.01330080436317,0.566381163466553,1.08437454712466,0.271380141908534,0.775744533699085,0.582052530219325,0.326537513225193,0.619564741498484,0.62356433702796,1.49775416547137,2.17793103448276,3.48206896551724,0.479655172413793,0.0881454564851695,14.0410127315891,1.20340885857475,15.7026707063367,27.2068965517241,0.413793103448276,4,0,1,0,0,0,0,4,1
727,"Plot_0727",2014,"Conifer Forest",50523,53,-92.562202,34.368556,31,3,37.6321282854401,0.185018523462157,0.820295699,96,16.4,1346,52,148.333333333333,217.666666666667,120.666666666667,0.605374610685584,-3.21336632541773,1.89373689704158,0.0577438209954618,0.239654898198023,0.0178300947782864,0.229323468901965,0.135488186042427,0.0764265502564047,0.167114197209296,0.181538624705133,0.40953747226637,1.96142857142857,4.38714285714286,0.469285714285714,0.127722557253022,10.7145289634551,1.01400974025974,26.6591624365417,33.9285714285714,0.928571428571429,5,0,1,0,0,0,0,1,1
728,"Plot_0728",2014,"Conifer Forest",50523,59,-93.048379,34.260382,35,3,65.6609279710303,0.762434781207921,0.784892473,109,16.3,1390,53,147.333333333333,191,143,1.74401142143361,-2.5473302299243,1.66550169676094,0.259410568233865,0.641102426814598,0.278986406648648,0.541977810888078,0.523768901190974,0.170941877461166,0.460124595415346,0.322512416882,1.19055884041723,2.09217391304348,4.1695652173913,0.480434782608696,0.115898670202164,12.1992978890765,1.04905326208365,22.9783182187893,32.6086956521739,0.739130434782609,4,0,1,0,0,0,0,2,1
729,"Plot_0729",2014,"Conifer Forest",50523,133,-94.12001,34.071218,33,3,73.0504586483351,0.0600776628958097,0.782016129,129,16.1,1356,53,147,161,147,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,1,0,0,0,0,0,0,0
730,"Plot_0730",2014,"Conifer Forest",50412,109,-93.646521,34.166823,38,3,34.647037887205,0.180718351148689,0.737473118,208,15.7,1442,50.3333333333333,146.666666666667,176.333333333333,135.666666666667,0.358673518536051,-3.56627303263929,2.01757092458521,0.0216138329976067,0.0873458226013838,5.55111512312578e-17,0.338157576245934,0.0178340429403776,0.0320077219727521,0,0.0696932469487657,2.96059473233375e-16,1.97916666666667,4.45833333333333,0.47,0.142696622796574,10.2782007416349,0.974883971850805,28.1560210855065,34.5833333333333,1,5,1,0,0,0,0,0,0,0
731,"Plot_0731",2014,"Conifer Forest",50409,1,-91.266412,34.298449,29,2,45.2729361032093,0.543321277235093,0.808897849,44,16.6,1291,54.6666666666667,147,329.333333333333,169,0.439884233741435,-3.29335282369706,1.92656068341329,0.0982122178583967,0.0992238044878228,0.151629483693032,0.15676536725162,0.130243686179843,0.128996243693445,0.116101731444813,0.0870877598235813,0.267904678297581,2.03727272727273,4.45454545454546,0.475909090909091,0.129734132557778,10.68955602537,1.03164405332752,27.144383763438,34.5,0.954545454545455,5,1,0,0,0,0,0,0,0
732,"Plot_0732",2014,"Conifer Forest",50523,73,-94.999517,31.708385,22,2,25.830172992585,0.82488953633199,0.855483871,97,18.6,1125,55.6666666666667,151.666666666667,177.333333333333,117.666666666667,2.04166774402363,-2.43078994117455,1.6637898280556,0.341687956159684,0.640557639292672,0.17007167326981,0.704112882558676,0.740466901114823,0.53570047418339,0.453088261468152,0.486895901132229,1.03959512190694,1.84357142857143,4.15285714285714,0.465714285714286,0.126161252297963,13.6716323752827,1.28195993414594,21.5611908547176,29.7857142857143,0.785714285714286,3,0,1,0,0,0,0,2,1
733,"Plot_0733",2014,"Conifer Forest",50523,471,-95.39478,30.635477,29,2,25.9014814208076,0.213344108184671,0.85672043,107,19.2,1173,53,153,71,146.666666666667,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,0,1,0,0,0,0,0,1
734,"Plot_0734",2014,"Conifer Forest",50529,73,-84.132559,30.543981,21,2,25.1833982072289,0.172151887896348,0.86938172,61,19.4,1453,52.6666666666667,142.666666666667,59.6666666666667,721.666666666667,0,-3.4877580915281,1.98586702514462,0,0,0,0,0,0,0,0,0,1.99,4.5,0.47,0.133727223400068,10.3295348837209,0.986538461538462,28.1560210855065,35,1,4,0,1,0,0,0,0,2,1
735,"Plot_0735",2014,"Conifer Forest",50529,13,-85.100989,30.376333,42,3,40.6557345896232,0.0790195379807456,0.866155914,27,19.5,1503,51.6666666666667,147.333333333333,103.666666666667,786.333333333333,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,4,1,0,0,0,0,0,0,0
736,"Plot_0736",2014,"Conifer Forest",50529,5,-85.447904,30.13866,22,2,47.3684677635694,0.281858857439658,0.77688172,17,19.8,1532,48.3333333333333,140.666666666667,56.3333333333333,816.666666666667,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,5,1,0,0,0,0,0,0,0
737,"Plot_0737",2014,"Conifer Forest",50529,63,-85.21458,30.685188,10,1,0.970162610892179,0.0151203070542172,0.881532258,31,19.3,1459,52.3333333333333,141.666666666667,144.666666666667,435,0,-4.82983501505267,4.18989210415393,0,0,0,0,0,0,0,0,0,0.87,4.75,0.54,0.302155286460141,8.56606060606061,0.773571428571429,32,25,1,4,1,0,0,0,0,0,0,0
738,"Plot_0738",2014,"Conifer Forest",50529,63,-85.267346,30.692383,20,2,14.5359922349726,0.0923036480522599,0.878629032,16,19.3,1459,52.6666666666667,143.666666666667,98.3333333333333,499.333333333333,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,3,0,1,0,0,0,0,3,1
739,"Plot_0739",2014,"Conifer Forest",50529,133,-85.446592,30.599375,20,2,10.3762900524217,0.469733820484284,0.832768817,81,19,1528,52,137.333333333333,65,361.333333333333,0.474087849572175,-4.62637074586294,4.15286214537241,0.102283056721553,0.0237765566249511,0.0558989157219509,0.335848220552714,0.0676791630981263,0.00683073476586881,0.11954010475749,0.113827911840706,0.256787200874303,0.919130434782609,4.76086956521739,0.542173913043478,0.293618313871768,8.75275362318841,0.771187888198758,30.9605549199085,24.3478260869565,0.956521739130435,6,1,0,0,0,0,0,0,0
740,"Plot_0740",2014,"Conifer Forest",50529,127,-81.156922,28.961841,16,2,33.3279849009705,0.252866826621855,0.806908602,10,21.5,1305,56,134.333333333333,48.6666666666667,1636.66666666667,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,5,1,0,0,0,0,0,0,0
741,"Plot_0741",2014,"Conifer Forest",50529,1,-82.293047,29.757723,13,2,39.2008393151516,0.141489294011144,0.863682796,47,20.3,1317,52.6666666666667,144.666666666667,20,501.666666666667,0,-4.46982947858114,2.69531268140543,0,0,0,0,0,0,0,0,0,1.80279069767442,3.70906976744186,0.54,0.260101660605608,9.51428571428571,0.8125,28.1560210855065,30,1,5,1,0,0,0,0,0,0,0
742,"Plot_0742",2014,"Conifer Forest",50513,69,-81.542432,29.02836,51,4,46.3467566641059,0.317291993433295,0.886989247,14,21.2,1297,51,139.333333333333,38,1712.33333333333,1.65832416660877,-4.01509975287463,4.05100361024743,0.365837977005401,0.0706999805036387,0.35289007852417,1.12500728967152,0.288512241329963,0.0441723735964316,0.402805799356553,0.327186854640976,0.881031862041983,1.07310344827586,4.77586206896552,0.555862068965517,0.269103284268875,9.48591468875952,0.781009852216749,27.9517695099819,23,0.827586206896552,5,1,0,0,0,0,0,0,0
743,"Plot_0743",2014,"Conifer Forest",50529,75,-82.899529,29.221858,7,1,69.0095448200145,0.858089193694615,0.838225806,8,20.7,1248,59,133,182.333333333333,1519,1.17174516061937,-2.94350755005184,1.91176793242404,0.119662598849221,0.280824172005419,0.425912931930834,0.289425153811852,0.321367244109597,0.146290598260286,0.306784906779488,0.218763269434688,0.779231792751627,2.03518518518519,4.36185185185185,0.487407407407407,0.125615579727461,11.3249528523947,1.04376298816799,25.160635895451,33.5925925925926,0.851851851851852,4,1,0,0,0,0,0,0,0
744,"Plot_0744",2014,"Conifer Forest",50529,109,-81.580212,30.041237,45,3,45.5599813955032,0.24307806326478,0.814086022,19,20.7,1266,48,144.666666666667,75.3333333333333,851.666666666667,0.588157229980939,-4.21595810423387,2.59008807878946,0.0230927783873893,0.0899751644558158,0.107231322186738,0.431556266855306,0.117260242483296,0.0834535028286603,0.125629424196548,0.0909820680388819,0.307873045419934,1.7915911872705,3.66753977968176,0.53578947368421,0.249025883591703,9.84087341353383,0.841901913875598,27.0530726073219,29.4736842105263,0.947368421052632,5,1,0,0,0,0,0,0,0
745,"Plot_0745",2014,"Conifer Forest",50529,89,-81.774357,30.684796,35,3,84.4412639658196,0.279921153442857,0.812956989,6,20,1306,47,145.333333333333,165.666666666667,675,0.735390905356015,-4.17626991134714,2.52055290481267,0.190151745417613,0.183392083563662,0.0192016405304626,0.492352505403133,0.152642619801624,0.023999530474512,0.118396179198046,0.0754083518005938,0.409537472266369,1.89687707641196,3.62270764119601,0.54,0.247209772846525,9.94802467452498,0.817288533834586,27.0955346169929,29.5714285714286,0.928571428571429,3,1,0,0,0,0,0,0,0
746,"Plot_0746",2014,"Conifer Forest",50529,89,-81.920631,30.51203,19,2,41.0467888446551,0.190188508096146,0.855994624,27,20,1332,45.3333333333333,147,42.3333333333333,804.666666666667,2.68748382642651,-3.05865016325682,1.6033426937903,0.557331659565869,0.959326587038697,0.387642399192013,1.67321844339903,0.829658367968998,0.393399420058631,0.515584924487699,0.254871268318003,1.27825616200725,2.1655643788996,3.14326715825298,0.519024390243902,0.200530762378661,12.6373438985601,0.995153728576266,22.0932826795087,28.609756097561,0.707317073170732,5,0,1,0,0,0,0,5,1
747,"Plot_0747",2014,"Conifer Forest",50529,41,-82.69762,29.722224,27,2,37.9530190327332,0.430509266196135,0.929784946,22,20.3,1230,54.6666666666667,142.333333333333,30.6666666666667,720,3.36786410232475,-1.64067135013231,2.47848725213999,0.963193641798306,0.848507651870688,0.959428662573124,1.94939974659543,0.676519363219281,0.527282572216065,0.652498488828855,0.227655823681412,1.40065745931438,2.14231078904992,4.03330112721417,0.594782608695652,0.165887113069301,13.4151092165549,1.18163913950523,16.3972870048117,23.5652173913043,0.347826086956522,5,1,0,0,0,0,0,0,0
